link,title,site_name,pagenum
http://news.hust.edu.cn/info/1002/18313.htm,2006年海峡两岸大学生荆楚文化之旅日前启动,华科学校要闻,1
http://news.hust.edu.cn/info/1002/18299.htm,教务新闻发布会：抓学风重实践促改革,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18297.htm,杨叔子院士做客我校“科学精神与实践”讲座,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18295.htm,校友巴曙松教授回校主讲中国金融业市场转型,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18294.htm,西门子中国总裁郝睿强受聘我校名誉教授,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18293.htm,2006年中国研究生院自然科学 社会科学100强,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18292.htm,校长李培根院士引领新生推开新版思修课大门,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18291.htm,诺贝尔奖得主做客我校：引领探究物理的奥秘,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18290.htm,我校首个理工科类创新基地今日挂牌成立,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18289.htm,[独家]记者团对话香港大学副校长张佑启,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18287.htm,我校选举区四位人大代表候选人正式名单,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18285.htm,欧阳康教授报告会：阐述如何成为合格大学生,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18284.htm,澳门特首何厚铧日前接见校长李培根院士,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18283.htm,我校列2006中国18所一流研究生院第七名,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18324.htm,我校三好学生标兵报告会为新生大学生活指航,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18323.htm,校长李培根院士在06级新生开学典礼上的讲话,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18322.htm,全国研究生招生咨询会武汉站在我校举行,华科学校要闻,2
http://news.hust.edu.cn/info/1002/18321.htm,校领导视察本科新生迎接现场并指导工作,华科学校要闻,2
